Date,Item,Qty,Source
2025-12-01,Lanka Auto Diesel,202.0,PDF
2025-12-01,Lanka Petrol 92 Octane,202.0,PDF
2025-12-01,Lanka Petrol 95 Octane,202.0,PDF
2025-12-01,Lanka Super Diesel,202.0,PDF
2025-12-02,Lanka Auto Diesel,202.0,PDF
2025-12-02,Lanka Petrol 92 Octane,202.0,PDF
2025-12-02,Lanka Petrol 95 Octane,202.0,PDF
2025-12-02,Lanka Super Diesel,202.0,PDF
2025-12-03,Lanka Auto Diesel,202.0,PDF
2025-12-03,Lanka Petrol 92 Octane,202.0,PDF
2025-12-03,Lanka Petrol 95 Octane,202.0,PDF
2025-12-03,Lanka Super Diesel,202.0,PDF
2025-12-04,Lanka Auto Diesel,202.0,PDF
2025-12-04,Lanka Petrol 92 Octane,202.0,PDF
2025-12-04,Lanka Petrol 95 Octane,202.0,PDF
2025-12-04,Lanka Super Diesel,202.0,PDF
2025-12-05,Lanka Auto Diesel,202.0,PDF
2025-12-05,Lanka Petrol 92 Octane,202.0,PDF
2025-12-05,Lanka Petrol 95 Octane,202.0,PDF
2025-12-05,Lanka Super Diesel,202.0,PDF
2025-12-06,Lanka Auto Diesel,202.0,PDF
2025-12-06,Lanka Petrol 92 Octane,202.0,PDF
2025-12-06,Lanka Petrol 95 Octane,202.0,PDF
2025-12-06,Lanka Super Diesel,202.0,PDF
2025-12-07,Lanka Auto Diesel,202.0,PDF
2025-12-07,Lanka Petrol 92 Octane,202.0,PDF
2025-12-07,Lanka Petrol 95 Octane,202.0,PDF
2025-12-07,Lanka Super Diesel,202.0,PDF
2025-12-08,Lanka Auto Diesel,202.0,PDF
2025-12-08,Lanka Petrol 92 Octane,202.0,PDF
2025-12-08,Lanka Petrol 95 Octane,202.0,PDF
2025-12-08,Lanka Super Diesel,202.0,PDF
2025-12-09,Lanka Auto Diesel,202.0,PDF
2025-12-09,Lanka Petrol 92 Octane,202.0,PDF
2025-12-09,Lanka Petrol 95 Octane,202.0,PDF
2025-12-09,Lanka Super Diesel,202.0,PDF
2025-12-10,Lanka Auto Diesel,202.0,PDF
2025-12-10,Lanka Petrol 92 Octane,202.0,PDF
2025-12-10,Lanka Petrol 95 Octane,202.0,PDF
2025-12-10,Lanka Super Diesel,202.0,PDF
2025-12-11,Lanka Auto Diesel,202.0,PDF
2025-12-11,Lanka Petrol 92 Octane,202.0,PDF
2025-12-11,Lanka Petrol 95 Octane,202.0,PDF
2025-12-11,Lanka Super Diesel,202.0,PDF
2025-12-12,Lanka Auto Diesel,202.0,PDF
2025-12-12,Lanka Petrol 92 Octane,202.0,PDF
2025-12-12,Lanka Petrol 95 Octane,202.0,PDF
2025-12-12,Lanka Super Diesel,202.0,PDF
2025-12-13,Lanka Auto Diesel,202.0,PDF
2025-12-13,Lanka Petrol 92 Octane,202.0,PDF
2025-12-13,Lanka Petrol 95 Octane,202.0,PDF
2025-12-13,Lanka Super Diesel,202.0,PDF
2025-12-14,Lanka Auto Diesel,202.0,PDF
2025-12-14,Lanka Petrol 92 Octane,202.0,PDF
2025-12-14,Lanka Petrol 95 Octane,202.0,PDF
2025-12-14,Lanka Super Diesel,202.0,PDF
2025-12-15,Lanka Auto Diesel,202.0,PDF
2025-12-15,Lanka Petrol 92 Octane,202.0,PDF
2025-12-15,Lanka Petrol 95 Octane,202.0,PDF
2025-12-15,Lanka Super Diesel,202.0,PDF
2025-12-16,Lanka Auto Diesel,202.0,PDF
2025-12-16,Lanka Petrol 92 Octane,202.0,PDF
2025-12-16,Lanka Petrol 95 Octane,202.0,PDF
2025-12-16,Lanka Super Diesel,202.0,PDF
2025-12-17,Lanka Auto Diesel,202.0,PDF
2025-12-17,Lanka Petrol 92 Octane,202.0,PDF
2025-12-17,Lanka Petrol 95 Octane,202.0,PDF
2025-12-17,Lanka Super Diesel,202.0,PDF
2025-12-18,Lanka Auto Diesel,202.0,PDF
2025-12-18,Lanka Petrol 92 Octane,202.0,PDF
2025-12-18,Lanka Petrol 95 Octane,202.0,PDF
2025-12-18,Lanka Super Diesel,202.0,PDF
2025-12-19,Lanka Auto Diesel,202.0,PDF
2025-12-19,Lanka Petrol 92 Octane,202.0,PDF
2025-12-19,Lanka Petrol 95 Octane,202.0,PDF
2025-12-19,Lanka Super Diesel,202.0,PDF
2025-12-20,Lanka Auto Diesel,202.0,PDF
2025-12-20,Lanka Petrol 92 Octane,202.0,PDF
2025-12-20,Lanka Petrol 95 Octane,202.0,PDF
2025-12-20,Lanka Super Diesel,202.0,PDF
2025-12-21,Lanka Auto Diesel,202.0,PDF
2025-12-21,Lanka Petrol 92 Octane,202.0,PDF
2025-12-21,Lanka Petrol 95 Octane,202.0,PDF
2025-12-21,Lanka Super Diesel,202.0,PDF
2025-12-22,Lanka Auto Diesel,202.0,PDF
2025-12-22,Lanka Petrol 92 Octane,202.0,PDF
2025-12-22,Lanka Petrol 95 Octane,202.0,PDF
2025-12-22,Lanka Super Diesel,202.0,PDF
2025-12-23,Lanka Auto Diesel,202.0,PDF
2025-12-23,Lanka Petrol 92 Octane,202.0,PDF
2025-12-23,Lanka Petrol 95 Octane,202.0,PDF
2025-12-23,Lanka Super Diesel,202.0,PDF
2025-12-24,Lanka Auto Diesel,202.0,PDF
2025-12-24,Lanka Petrol 92 Octane,202.0,PDF
2025-12-24,Lanka Petrol 95 Octane,202.0,PDF
2025-12-24,Lanka Super Diesel,202.0,PDF
2025-12-25,Lanka Auto Diesel,202.0,PDF
2025-12-25,Lanka Petrol 92 Octane,202.0,PDF
2025-12-25,Lanka Petrol 95 Octane,202.0,PDF
2025-12-25,Lanka Super Diesel,202.0,PDF
2025-12-26,Lanka Auto Diesel,202.0,PDF
2025-12-26,Lanka Petrol 92 Octane,202.0,PDF
2025-12-26,Lanka Petrol 95 Octane,202.0,PDF
2025-12-26,Lanka Super Diesel,202.0,PDF
2025-12-27,Lanka Auto Diesel,202.0,PDF
2025-12-27,Lanka Petrol 92 Octane,202.0,PDF
2025-12-27,Lanka Petrol 95 Octane,202.0,PDF
2025-12-27,Lanka Super Diesel,202.0,PDF
2025-12-28,Lanka Auto Diesel,202.0,PDF
2025-12-28,Lanka Petrol 92 Octane,202.0,PDF
2025-12-28,Lanka Petrol 95 Octane,202.0,PDF
2025-12-28,Lanka Super Diesel,202.0,PDF
2025-12-29,Lanka Auto Diesel,202.0,PDF
2025-12-29,Lanka Petrol 92 Octane,202.0,PDF
2025-12-29,Lanka Petrol 95 Octane,202.0,PDF
2025-12-29,Lanka Super Diesel,202.0,PDF
2025-12-30,Lanka Auto Diesel,202.0,PDF
2025-12-30,Lanka Petrol 92 Octane,202.0,PDF
2025-12-30,Lanka Petrol 95 Octane,202.0,PDF
2025-12-30,Lanka Super Diesel,202.0,PDF
2025-12-31,Lanka Auto Diesel,202.0,PDF
2025-12-31,Lanka Petrol 92 Octane,202.0,PDF
2025-12-31,Lanka Petrol 95 Octane,202.0,PDF
2025-12-31,Lanka Super Diesel,202.0,PDF
2026-01-01,Lanka Auto Diesel,202.0,PDF
2026-01-01,Lanka Petrol 92 Octane,202.0,PDF
2026-01-01,Lanka Petrol 95 Octane,202.0,PDF
2026-01-01,Lanka Super Diesel,202.0,PDF
2026-01-02,Lanka Auto Diesel,202.0,PDF
2026-01-02,Lanka Petrol 92 Octane,202.0,PDF
2026-01-02,Lanka Petrol 95 Octane,202.0,PDF
2026-01-02,Lanka Super Diesel,202.0,PDF
2026-01-03,Lanka Auto Diesel,202.0,PDF
2026-01-03,Lanka Petrol 92 Octane,202.0,PDF
2026-01-03,Lanka Petrol 95 Octane,202.0,PDF
2026-01-03,Lanka Super Diesel,202.0,PDF
2026-01-04,Lanka Auto Diesel,202.0,PDF
2026-01-04,Lanka Petrol 92 Octane,202.0,PDF
2026-01-04,Lanka Petrol 95 Octane,202.0,PDF
